hru;band;precip;pet;z;is_channel;edges;area;geom;sf_type;sf_param;rz_type;rz_param;uz_type;uz_param;sz_type;sz_param;uid;name;s_sf;s_rz;s_uz;s_sz
3794;57;precip;precip;601.249816894531;FALSE;{"hru":[3935,3865,4705],"width":[0.109075927734375,0.0967315673828125,0.130863739272725],slope:[20,20,14.1421356237309]};1600;POLYGON ((349374 507884, 349374 507924, 349414 507924, 349414 507884, 349374 507884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3795;57;precip;precip;597.9541015625;FALSE;{"hru":[3866,3936,4308,4373],"width":[0.0159210205078125,0.00881078182246299,0.0183700561523438,0.0130845396964253],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349294 507764, 349294 507804, 349334 507804, 349334 507764, 349294 507764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3796;57;precip;precip;598.838806152344;FALSE;{"hru":[3936,3867,4181],"width":[0.0345779418945312,0.0263427734375,0.0255044404505731],slope:[20,20,14.1421356237309]};1600;POLYGON ((349214 507724, 349214 507764, 349254 507764, 349254 507724, 349214 507724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3797;57;precip;precip;597.814392089844;FALSE;{"hru":[3867,4181,4062,3868,3937],"width":[0.000732421875,0.00739518719215789,0.0053497314453125,0.00156707763671875,0.00314948226056447],slope:[20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349214 507644, 349214 507684, 349254 507684, 349254 507644, 349214 507644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3798;58;precip;precip;416.416809082031;FALSE;{"hru":[3869,4001,3939,4064],"width":[0.0348466097390615,0.193035888671875,0.0649002075195313,0.202957103762367],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351014 513564, 351014 513604, 351054 513604, 351054 513564, 351014 513564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3799;58;precip;precip;419.823699951172;FALSE;{"hru":[3870,3940,3871,4183,4374],"width":[0.0211556949037403,0.132166290283203,0.0147731110351657,0.135286712646484,0.155604276523407],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350934 513444, 350934 513484, 350974 513484, 350974 513444, 350934 513444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3800;58;precip;precip;423.585113525391;FALSE;{"hru":[3871,3872,3941,4124],"width":[0.114927673339844,0.0323498978682337,0.131630706787109,0.156722078380874],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350854 513404, 350854 513444, 350894 513444, 350894 513404, 350854 513404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3801;58;precip;precip;424.329772949219;FALSE;{"hru":[3872,4003,3873,4310],"width":[0.0455137410748171,0.185659027099609,0.144419097900391,0.209816587651212],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350774 513324, 350774 513364, 350814 513364, 350814 513324, 350774 513324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3802;58;precip;precip;428.800964355469;FALSE;{"hru":[3874,3942,3875],"width":[0.0481480202591844,0.104621887207031,0.0663311822311484],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350614 513284, 350614 513324, 350654 513324, 350654 513284, 350614 513284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3803;58;precip;precip;426.054077148438;FALSE;{"hru":[4006,4066,3944,4126],"width":[0.0375957980912089,0.0705474853515625,0.0226570129394531,0.0662820895820029],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350534 513164, 350534 513204, 350574 513204, 350574 513164, 350534 513164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3804;58;precip;precip;426.806488037109;FALSE;{"hru":[3876,4067,3877,4127,4313],"width":[0.00455158989934609,0.0933815002441406,0.0273694216384408,0.103307342529297,0.1668896515506],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350454 513044, 350454 513084, 350494 513084, 350494 513044, 350454 513044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3805;58;precip;precip;310.561370849609;FALSE;{"hru":[6893,6634,6691,4654],"width":[0.471696199461046,0.283403778076172,0.444043731689453,0.167723147626751],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350854 512284, 350854 512324, 350894 512324, 350894 512284, 350854 512284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3806;58;precip;precip;508.082580566406;FALSE;{"hru":[4318,4009,4070,3878,3947,3881],"width":[0.0951917256524258,0.0983078002929687,0.0888943795702796,6.866455078125e-06,0.0812309265136719,0.0400822598484788],slope:[14.1421356237309,20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349654 512204, 349654 512244, 349694 512244, 349694 512204, 349654 512204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3807;58;precip;precip;432.907165527344;FALSE;{"hru":[4193,3879,4133,4073],"width":[0.0983331157180761,0.0334701538085938,0.107129669189453,0.0486669996930081],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351854 512164, 351854 512204, 351894 512204, 351894 512164, 351854 512164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3808;58;precip;precip;515.941101074219;FALSE;{"hru":[4011,3948,3880],"width":[0.0580501694357279,0.0538909912109375,0.0209339687630942],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349374 512124, 349374 512164, 349414 512164, 349414 512124, 349374 512124));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3809;58;precip;precip;440.749176025391;FALSE;{"hru":[3882,5345,5879,5293],"width":[0.0379362097572617,0.0869155883789063,0.0794426959106206,0.0365730285644531],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351894 511964, 351894 512004, 351934 512004, 351934 511964, 351894 511964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3810;58;precip;precip;486.784729003906;FALSE;{"hru":[4258,3883,4321],"width":[0.436009216308594,0.388339996337891,0.582276042962109],slope:[20,20,14.1421356237309]};1600;POLYGON ((349614 511924, 349614 511964, 349654 511964, 349654 511924, 349614 511924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3811;58;precip;precip;479.986785888672;FALSE;{"hru":[3883,3952,3884,4016],"width":[0.154426052943916,0.401242828369141,0.0686164855957031,0.352175559539234],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349574 511844, 349574 511884, 349614 511884, 349614 511844, 349574 511844));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3812;58;precip;precip;457.895416259766;FALSE;{"hru":[4077,4531,4600,3890,4664],"width":[0.006378173828125,0.409303758234417,0.652355194091797,0.0564796447753906,0.556116674203155],slope:[20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349614 511724, 349614 511764, 349654 511764, 349654 511724, 349614 511724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3813;58;precip;precip;386.266204833984;FALSE;{"hru":[4393,3885,4324,4394,4260],"width":[0.498938843379166,0.0505355834960938,0.693318176269531,0.536703498604249,0.0860069274902344],slope:[14.1421356237309,20,20,14.1421356237309,20]};1600;POLYGON ((350814 511724, 350814 511764, 350854 511764, 350854 511724, 350814 511724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3814;58;precip;precip;457.506072998047;FALSE;{"hru":[4078,3955,3886,3889],"width":[0.0542376666718688,0.0547355651855469,0.014565411365704,0.0289794921875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351734 511724, 351734 511764, 351774 511764, 351774 511724, 351734 511724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3815;58;precip;precip;456.309722900391;FALSE;{"hru":[3887,5594,5505,4019],"width":[0.100743103027344,0.158348609558606,0.164153289794922,0.0972757355826348],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351854 511724, 351854 511764, 351894 511764, 351894 511724, 351854 511724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3816;58;precip;precip;457.79736328125;FALSE;{"hru":[3888,4018,3889],"width":[0.020276343056409,0.0564208984375,0.0256409288047908],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351654 511684, 351654 511724, 351694 511724, 351694 511684, 351654 511684));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3817;58;precip;precip;454.314392089844;FALSE;{"hru":[4019,3957,3891,5298],"width":[0.0620029369114312,0.0839431762695313,0.0397926330566406,0.0677408425851831],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351854 511644, 351854 511684, 351894 511684, 351894 511644, 351854 511644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3818;58;precip;precip;422.207427978516;FALSE;{"hru":[4263,4328,4397,3892],"width":[0.238958199975839,0.4966552734375,0.524456770821263,0.312298583984375],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349774 511444, 349774 511484, 349814 511484, 349814 511444, 349774 511444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3819;58;precip;precip;457.914916992188;FALSE;{"hru":[4931,4998,4863,4793],"width":[0.07547607421875,0.0597139247100651,0.0483001708984375,0.0165577097535534],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351894 511444, 351894 511484, 351934 511484, 351934 511444, 351894 511444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3820;58;precip;precip;410.990264892578;FALSE;{"hru":[4141,3893,4202,3960],"width":[0.318429488308489,0.00536270141601562,0.606826019287109,0.285860561697914],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350974 511404, 350974 511444, 351014 511444, 351014 511404, 350974 511404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3821;58;precip;precip;415.850677490234;FALSE;{"hru":[3959,4728,4667,4535],"width":[0.430841064453125,0.817744888490991,0.749069976806641,0.089701441143045],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349854 511364, 349854 511404, 349894 511404, 349894 511364, 349854 511364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3822;58;precip;precip;407.723114013672;FALSE;{"hru":[8501,3894,8416,5071],"width":[0.280294750036002,0.129737091064453,0.189315795898438,0.048677249806566],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350934 511284, 350934 511324, 350974 511324, 350974 511284, 350934 511284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3823;58;precip;precip;466.035247802734;FALSE;{"hru":[4333,4538,4267],"width":[0.0917800903320312,0.0993095739043765,0.0594367980957031],slope:[20,14.1421356237309,20]};1600;POLYGON ((351854 511244, 351854 511284, 351894 511284, 351894 511244, 351854 511244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3824;58;precip;precip;472.627624511719;FALSE;{"hru":[3895,4266,4205,4144],"width":[0.131642913818359,0.52405863483149,0.409721374511719,0.200608748798298],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349894 511204, 349894 511244, 349934 511244, 349934 511204, 349894 511204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3825;58;precip;precip;468.838134765625;FALSE;{"hru":[4143,4083,3896],"width":[0.0481620467303688,0.0408554077148438,0.00632000422790558],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((352014 511204, 352014 511244, 352054 511244, 352054 511204, 352014 511204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3826;58;precip;precip;468.657409667969;FALSE;{"hru":[3896,3961,4023,3897],"width":[0.0031252056758222,0.0205101013183594,0.0192632002531647,0.0122459411621094],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((352094 511204, 352094 511244, 352134 511244, 352134 511204, 352094 511204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3827;58;precip;precip;473.435943603516;FALSE;{"hru":[4144,4084,3898,4024],"width":[0.214897946577601,0.296788024902344,0.0081756591796875,0.205915070743298],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349894 511124, 349894 511164, 349934 511164, 349934 511124, 349894 511124));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3828;58;precip;precip;475.646575927734;FALSE;{"hru":[3898,3963,3899,4025,4085],"width":[0.0448598917257585,0.116221618652344,0.00668738987700534,0.18597412109375,0.215447676352098],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349854 511044, 349854 511084, 349894 511084, 349894 511044, 349854 511044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3829;58;precip;precip;567.72705078125;FALSE;{"hru":[4403,4335,4470],"width":[0.244889831542969,0.138827514648438,0.261620661572583],slope:[20,20,14.1421356237309]};1600;POLYGON ((349414 510964, 349414 511004, 349454 511004, 349454 510964, 349414 510964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3830;58;precip;precip;434.528289794922;FALSE;{"hru":[3900,4337,4406,4271],"width":[0.112160518907615,0.174160003662109,0.12348203907209,0.00597686767578125],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351014 510804, 351014 510844, 351054 510844, 351054 510804, 351014 510804));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3831;58;precip;precip;588.339477539062;FALSE;{"hru":[3965,4088,3901],"width":[0.107672119140625,0.194334600341572,0.0907821655273438],slope:[20,14.1421356237309,20]};1600;POLYGON ((349254 510644, 349254 510684, 349294 510684, 349294 510644, 349254 510644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3832;58;precip;precip;448.106384277344;FALSE;{"hru":[4027,3966,3902],"width":[0.120161541759008,0.165450286865234,0.11337488762439],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351094 510644, 351094 510684, 351134 510684, 351134 510644, 351094 510644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3833;58;precip;precip;593.236694335938;FALSE;{"hru":[3903,4029,3904,3969,4152],"width":[0.00969660742572556,0.0624282836914063,0.031528270344623,0.0467849731445312,0.0715231344880295],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349454 510404, 349454 510444, 349494 510444, 349494 510404, 349454 510404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3834;58;precip;precip;587.486145019531;FALSE;{"hru":[4345,4614,4678,3906],"width":[0.00251312255859375,0.172338935605749,0.264178466796875,0.0713828697761853],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349494 510204, 349494 510244, 349534 510244, 349534 510204, 349494 510204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3835;58;precip;precip;457.132690429688;FALSE;{"hru":[4153,3905,4094,4032],"width":[0.190628375070918,0.04097900390625,0.219675445556641,0.0931341502256027],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351054 510204, 351054 510244, 351094 510244, 351094 510204, 351054 510204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3836;58;precip;precip;589.152404785156;FALSE;{"hru":[3906,4740,4033,3972],"width":[0.142607116699219,0.320265337594666,0.32818603515625,0.205930176173804],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349534 510124, 349534 510164, 349574 510164, 349574 510124, 349534 510124));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3837;58;precip;precip;460.541168212891;FALSE;{"hru":[4034,3907,3973,3910],"width":[0.193099191918021,0.0667701721191406,0.193999481201172,0.0758152346704638],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351014 510044, 351014 510084, 351054 510084, 351054 510044, 351014 510044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3838;58;precip;precip;628.056030273438;FALSE;{"hru":[3909,3911,3974,4036],"width":[0.02803955078125,0.0750049362197327,0.236917114257813,0.189545099911752],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348494 510004, 348494 510044, 348534 510044, 348534 510004, 348494 510004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3839;58;precip;precip;627.196655273438;FALSE;{"hru":[3909,4036,3975,3912],"width":[0.00655517578125,0.174353352659697,0.224087524414062,0.137422732990426],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348574 510004, 348574 510044, 348614 510044, 348614 510004, 348574 510004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3840;58;precip;precip;589.988952636719;FALSE;{"hru":[3908,4035,3913,3976,4097],"width":[0.0596103446151648,0.255543518066406,0.0628795913604578,0.250462341308594,0.374429095552986],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349494 510004, 349494 510044, 349534 510044, 349534 510004, 349494 510004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3841;58;precip;precip;630.481750488281;FALSE;{"hru":[3911,3914,4037,4157],"width":[0.166716003417969,0.0373319925370095,0.216322326660156,0.275189654004532],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348414 509964, 348414 510004, 348454 510004, 348454 509964, 348414 509964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3842;58;precip;precip;594.339721679688;FALSE;{"hru":[3913,3915,3978,4040],"width":[0.197694396972656,0.0833992397439505,0.296287536621094,0.372904526031172],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349414 509964, 349414 510004, 349454 510004, 349454 509964, 349414 509964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3843;58;precip;precip;459.410705566406;FALSE;{"hru":[9730,3910,9721,9714],"width":[0.216834139080712,0.0789573669433594,0.209403991699219,0.0727892932522544],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350974 509964, 350974 510004, 351014 510004, 351014 509964, 350974 509964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3844;58;precip;precip;590.024291992188;FALSE;{"hru":[3980,3916,4043,4102],"width":[0.134696960449219,0.106622760188072,0.25618896484375,0.292689295246086],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349294 509884, 349294 509924, 349334 509924, 349334 509884, 349294 509884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3845;58;precip;precip;583.792907714844;FALSE;{"hru":[3981,3917,4044,4164],"width":[0.109812927246094,0.133333477160505,0.26202392578125,0.253346122533094],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349174 509804, 349174 509844, 349214 509844, 349214 509804, 349174 509804));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3846;58;precip;precip;579.511779785156;FALSE;{"hru":[4353,4487,4421,3918],"width":[0.0373367309570313,0.16884202844354,0.209239196777344,0.135057654156868],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348934 509764, 348934 509804, 348974 509804, 348974 509764, 348934 509764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3847;58;precip;precip;578.653503417969;FALSE;{"hru":[3917,4045,4105,4165],"width":[0.060076904296875,0.129284142825494,0.230653381347656,0.210743413708706],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349094 509764, 349094 509804, 349134 509804, 349134 509764, 349094 509764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3848;58;precip;precip;591.219543457031;FALSE;{"hru":[4422,4490,3919,4560],"width":[0.0704819387424164,0.178694152832031,0.142210388183594,0.213145177159209],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348534 509564, 348534 509604, 348574 509604, 348574 509564, 348534 509564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3849;58;precip;precip;585.625427246094;FALSE;{"hru":[3919,4623,4046,4687],"width":[0.00166699215230288,0.168023681640625,0.0686553955078125,0.172539622039618],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348494 509484, 348494 509524, 348534 509524, 348534 509484, 348494 509484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3850;58;precip;precip;589.305969238281;FALSE;{"hru":[3920,4047,3984,3921,4048],"width":[0.0521987915039063,0.108278962747156,0.0923416137695312,0.0219635009765625,0.0782353404294381],slope:[20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348534 509324, 348534 509364, 348574 509364, 348574 509324, 348534 509324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3851;58;precip;precip;588.53857421875;FALSE;{"hru":[3921,3985,4049,4168],"width":[0.00196478492514145,0.073577880859375,0.141371154785156,0.127883653625695],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348494 509244, 348494 509284, 348534 509284, 348534 509244, 348494 509244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3852;58;precip;precip;562.574951171875;FALSE;{"hru":[5037,4967,4899,3922],"width":[0.179201116892899,0.234500122070313,0.14519447698592,0.0232391357421875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((348574 508484, 348574 508524, 348614 508524, 348614 508484, 348574 508484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3853;58;precip;precip;540.049133300781;FALSE;{"hru":[4050,3986,4051,3924,3925],"width":[0.0892180673668433,0.114932250976562,0.0830841836219618,0.00453033447265625,0.00013580322265625],slope:[14.1421356237309,20,14.1421356237309,20,20]};1600;POLYGON ((351054 508484, 351054 508524, 351094 508524, 351094 508484, 351054 508484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3854;58;precip;precip;569.114196777344;FALSE;{"hru":[3987,3922],"width":[0.208226013183594,0.132031173258998],slope:[20,14.1421356237309]};1600;POLYGON ((348494 508444, 348494 508484, 348534 508484, 348534 508444, 348494 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3855;58;precip;precip;615.541809082031;FALSE;{"hru":[4052,3988,3923,3926],"width":[0.2030795656454,0.166716003417969,0.0857815819266591,0.0808944702148438],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349454 508444, 349454 508484, 349494 508484, 349494 508444, 349454 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3856;58;precip;precip;613.135986328125;FALSE;{"hru":[3923,3989,4113,4055,3928],"width":[0.043252242336159,0.0924606323242188,0.137577024173455,0.116307067871094,0.0235849718169506],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349534 508444, 349534 508484, 349574 508484, 349574 508444, 349534 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
3857;58;precip;precip;610.572509765625;FALSE;{"hru":[4236,4174,4115,3927],"width":[0.301359812356704,0.335513305664063,0.19756068871399,0.0690597534179687],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349254 508404, 349254 508444, 349294 508444, 349294 508404, 349254 508404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
