hru;band;precip;pet;z;is_channel;edges;area;geom;sf_type;sf_param;rz_type;rz_param;uz_type;uz_param;sz_type;sz_param;uid;name;s_sf;s_rz;s_uz;s_sz
1858;32;precip;precip;630.880920410156;FALSE;{"hru":[1937,2476,2948,2400,2323],"width":[0.0107744877882826,0.220927429199219,0.284698522508251,0.218771362304687,0.0509516960570867],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349174 510444, 349174 510484, 349214 510484, 349214 510444, 349174 510444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1859;32;precip;precip;532.6962890625;FALSE;{"hru":[2170,2093,1939,2015],"width":[0.174149429347862,0.216728210449219,0.113871765136719,0.142087074138909],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350254 510444, 350254 510484, 350294 510484, 350294 510444, 350254 510444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1860;32;precip;precip;529.259643554688;FALSE;{"hru":[1939,2095,1941,5654],"width":[0.0197676137361431,0.169094848632812,0.1052734375,0.209901825437641],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350214 510364, 350214 510404, 350254 510404, 350254 510364, 350214 510364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1861;32;precip;precip;489.008361816406;FALSE;{"hru":[2094,1940,2016,1942],"width":[0.141066378620411,0.0584854125976563,0.121373748779297,0.0438230118174329],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351294 510364, 351294 510404, 351334 510404, 351334 510364, 351294 510364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1862;32;precip;precip;487.662506103516;FALSE;{"hru":[2244,1942,2174,2097],"width":[0.133444070490998,0.0283287048339844,0.155125427246094,0.0985855921993958],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351254 510284, 351254 510324, 351294 510324, 351294 510284, 351254 510284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1863;32;precip;precip;636.224609375;FALSE;{"hru":[2096,2017,1943,2098],"width":[0.0798678058834409,0.0884368896484375,0.0358871459960938,0.0665901324683993],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349174 510244, 349174 510284, 349214 510284, 349214 510244, 349174 510244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1864;32;precip;precip;487.892028808594;FALSE;{"hru":[2097,2018,2099,1944],"width":[0.102643018729321,0.144077301025391,0.110530750851917,0.0515968322753906],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351254 510204, 351254 510244, 351294 510244, 351294 510204, 351254 510204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1865;32;precip;precip;636.331298828125;FALSE;{"hru":[1943,2019,2100,2248],"width":[0.0272620651859138,0.0670654296875,0.0709854125976563,0.0951911861727648],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349134 510164, 349134 510204, 349174 510204, 349174 510164, 349134 510164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1866;32;precip;precip;645.179138183594;FALSE;{"hru":[3178,3689,3764,1945],"width":[0.01346435546875,0.145712377460422,0.212028503417969,0.147485107626269],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348534 510084, 348534 510124, 348574 510124, 348574 510084, 348534 510084));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1867;32;precip;precip;677.2177734375;FALSE;{"hru":[2101,2020,1946],"width":[0.194314100114456,0.164741516113281,0.0936094318068904],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348174 510044, 348174 510084, 348214 510084, 348214 510044, 348174 510044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1868;32;precip;precip;637.274536132812;FALSE;{"hru":[1945,3839,2180,2103],"width":[0.0109603881835937,0.178153447391354,0.229852294921875,0.15403223279143],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348614 510044, 348614 510084, 348654 510084, 348654 510044, 348614 510044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1869;32;precip;precip;629.678466796875;FALSE;{"hru":[1947,2333,2252,2181],"width":[0.013720703125,0.175457128045979,0.23304443359375,0.148553277354929],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348774 510004, 348774 510044, 348814 510044, 348814 510004, 348774 510004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1870;32;precip;precip;631.472778320312;FALSE;{"hru":[2332,1948,2411,2564],"width":[0.0411575317382813,0.122754281009483,0.17984619140625,0.140214000756127],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348974 510004, 348974 510044, 349014 510044, 349014 510004, 348974 510004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1871;32;precip;precip;673.05517578125;FALSE;{"hru":[1946,2102,2022,1949,2105],"width":[0.0283187866210938,0.170855366538166,0.231651306152344,0.003265380859375,0.168782685680836],slope:[20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348214 509964, 348214 510004, 348254 510004, 348254 509964, 348214 509964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1872;32;precip;precip;664.086059570312;FALSE;{"hru":[2106,2025,1950,2107],"width":[0.238566537741997,0.275996398925781,0.061572265625,0.212109376210205],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348254 509804, 348254 509844, 348294 509844, 348294 509804, 348254 509804));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1873;32;precip;precip;664.815551757812;FALSE;{"hru":[1950,2026,1951,2108],"width":[0.0564338883715533,0.19747314453125,0.129698181152344,0.238540642718272],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348214 509724, 348214 509764, 348254 509764, 348254 509724, 348214 509724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1874;32;precip;precip;662.559326171875;FALSE;{"hru":[1951,2027,1952,2109],"width":[0.0518256531078086,0.203311157226563,0.119607543945313,0.221904168934221],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((348174 509644, 348174 509684, 348214 509684, 348214 509644, 348174 509644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1875;32;precip;precip;659.170959472656;FALSE;{"hru":[1952,2028,2110],"width":[0.024676878650692,0.157974243164062,0.208053568119262],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((348134 509564, 348134 509604, 348174 509604, 348174 509564, 348134 509564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1876;32;precip;precip;628.095886230469;FALSE;{"hru":[2186,2111,2029,2030],"width":[0.221554586113933,0.204513549804688,0.0894554384176567,0.122024536132812],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((348774 508284, 348774 508324, 348814 508324, 348814 508284, 348774 508284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1877;32;precip;precip;630.824279785156;FALSE;{"hru":[1953,2569,2885,2495],"width":[0.118723288982943,0.209529113769531,0.174882042727418,0.0287841796875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((348894 508284, 348894 508324, 348934 508324, 348934 508284, 348894 508284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1878;32;precip;precip;638.618713378906;FALSE;{"hru":[2418,2340,2259,1955],"width":[0.151292755073179,0.170097351074219,0.0917913853495245,0.0335525512695313],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349014 508244, 349014 508284, 349054 508284, 349054 508244, 349014 508244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1879;32;precip;precip;629.03564453125;FALSE;{"hru":[2032,1954],"width":[0.194324889707675,0.131719970703125],slope:[14.1421356237309,20]};1600;POLYGON ((348694 508204, 348694 508244, 348734 508244, 348734 508204, 348694 508204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1880;32;precip;precip;641.402587890625;FALSE;{"hru":[1956,2114,2190,2033,1957],"width":[0.0156923843774065,0.0614456176757813,0.0580922488492812,0.0271881103515625,0.0132226464896258],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349254 508204, 349254 508244, 349294 508244, 349294 508204, 349254 508204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1881;32;precip;precip;639.70751953125;FALSE;{"hru":[2192,2347,1959,2661],"width":[0.0216967930036625,0.102854919433594,0.06781005859375,0.137611550871755],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349214 508044, 349214 508084, 349254 508084, 349254 508044, 349214 508044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1882;32;precip;precip;584.128356933594;FALSE;{"hru":[2577,2657,3055,1958],"width":[0.157876564855284,0.237748718261719,0.190516163301443,0.0437255859375],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350254 508044, 350254 508084, 350294 508084, 350294 508044, 350254 508044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1883;32;precip;precip;591.681030273438;FALSE;{"hru":[2427,2348,2267,1960,1961],"width":[0.121681795443535,0.146098327636719,0.0796336717105931,0.012176513671875,0.00314178466796875],slope:[14.1421356237309,20,14.1421356237309,20,20]};1600;POLYGON ((350654 508004, 350654 508044, 350694 508044, 350694 508004, 350654 508004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1884;32;precip;precip;641.171752929688;FALSE;{"hru":[2037,2120,2196],"width":[0.107032775878906,0.122146606445312,0.167891465280964],slope:[20,20,14.1421356237309]};1600;POLYGON ((349134 507964, 349134 508004, 349174 508004, 349174 507964, 349134 507964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1885;32;precip;precip;593.299560546875;FALSE;{"hru":[1961,2036,1962],"width":[0.030833420541333,0.0488143920898437,0.0222049828442675],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350734 507964, 350734 508004, 350774 508004, 350774 507964, 350734 507964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1886;32;precip;precip;607.095397949219;FALSE;{"hru":[2663,2505,1963,2428],"width":[0.195945486609137,0.164073181152344,0.0464664621560362,0.132701110839844],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349854 507884, 349854 507924, 349894 507924, 349894 507884, 349854 507884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1887;32;precip;precip;609.548950195312;FALSE;{"hru":[2198,2039,1964,1965],"width":[0.101904471073495,0.0864395141601562,0.00573466879578629,0.0465255737304687],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349614 507644, 349614 507684, 349654 507684, 349654 507644, 349614 507644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1888;32;precip;precip;608.573059082031;FALSE;{"hru":[2431,2040,2352,2123],"width":[0.105067979805244,0.026214599609375,0.0986373901367188,0.018173990817728],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349534 507564, 349534 507604, 349574 507604, 349574 507564, 349534 507564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1889;32;precip;precip;610.793395996094;FALSE;{"hru":[2272,2123,2041,1966],"width":[0.106819130784654,0.0812103271484375,0.0677230834960938,0.0107367242120168],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349494 507484, 349494 507524, 349534 507524, 349534 507484, 349494 507484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1890;33;precip;precip;459.298767089844;FALSE;{"hru":[1967,2042],"width":[0.0219688415527344,0.0188084188989928],slope:[20,14.1421356237309]};1600;POLYGON ((350374 513524, 350374 513564, 350414 513564, 350414 513524, 350374 513524));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1891;33;precip;precip;458.642547607422;FALSE;{"hru":[1967,2042,2125,2200],"width":[0.0055633544921875,0.00720798774981191,0.0922988891601562,0.0718047428710399],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350374 513444, 350374 513484, 350414 513484, 350414 513444, 350374 513444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1892;33;precip;precip;456.855529785156;FALSE;{"hru":[1968,2276,2201,2356],"width":[0.0412248777703485,0.130816650390625,0.0766105651855469,0.125307638244709],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350334 513244, 350334 513284, 350374 513284, 350374 513244, 350334 513244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1893;33;precip;precip;462.039276123047;FALSE;{"hru":[1969,2203,1970,2044,2279],"width":[0.0236648148067696,0.122554779052734,0.0269480880232471,0.109962463378906,0.158639389095853],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350174 513044, 350174 513084, 350214 513084, 350214 513044, 350174 513044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1894;33;precip;precip;461.771667480469;FALSE;{"hru":[2358,1970,2516,2592,2673],"width":[0.00262451171875,0.0314201354980469,0.0738682525741333,0.129589080810547,0.135121312756859],slope:[20,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350094 513004, 350094 513044, 350134 513044, 350134 513004, 350094 513004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1895;33;precip;precip;475.624176025391;FALSE;{"hru":[1971,2046,2130,2205],"width":[0.121095275878906,0.0371205165099212,0.148548126220703,0.191942547524967],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349854 512924, 349854 512964, 349894 512964, 349894 512924, 349854 512924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1896;33;precip;precip;478.424011230469;FALSE;{"hru":[2046,1972,5178],"width":[0.122492218017578,0.063116455078125,0.165755665303305],slope:[20,20,14.1421356237309]};1600;POLYGON ((349774 512884, 349774 512924, 349814 512924, 349814 512884, 349774 512884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1897;33;precip;precip;428.361236572266;FALSE;{"hru":[2132,2047,1973,1974],"width":[0.230153352429646,0.206861877441406,0.0728788468759704,0.1157958984375],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((352254 512444, 352254 512484, 352294 512484, 352294 512444, 352254 512444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1898;33;precip;precip;427.529083251953;FALSE;{"hru":[2282,2207,2133,1975],"width":[0.120818088506371,0.154374694824219,0.105386272805198,0.0498954772949219],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((352094 512404, 352094 512444, 352134 512444, 352134 512404, 352094 512404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1899;33;precip;precip;428.868804931641;FALSE;{"hru":[4188,2049,1975,1976],"width":[0.133267660641871,0.134364318847656,0.0589645874610202,0.0588157653808594],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((352014 512364, 352014 512404, 352054 512404, 352054 512364, 352014 512364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1900;33;precip;precip;427.7607421875;FALSE;{"hru":[4451,4128,1976,4068],"width":[0.141615029435587,0.115203857421875,0.0220010595324324,0.0812080383300781],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351934 512324, 351934 512364, 351974 512364, 351974 512324, 351934 512324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1901;33;precip;precip;449.990661621094;FALSE;{"hru":[2520,2051,1977,1978,2053],"width":[0.133085316516473,0.181000518798828,0.0694979278408629,0.027618408203125,0.0198377460920652],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351174 512284, 351174 512324, 351214 512324, 351214 512284, 351174 512284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1902;33;precip;precip;449.408721923828;FALSE;{"hru":[1979,2054,1980,2136],"width":[0.0614111277233806,0.176608276367188,0.0700874328613281,0.158985735038176],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351294 512244, 351294 512284, 351334 512284, 351334 512244, 351294 512244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1903;33;precip;precip;449.227996826172;FALSE;{"hru":[2365,2053,2285,2209],"width":[0.0909821658581153,0.00898818969726562,0.107780456542969,0.0658165186346121],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351134 512204, 351134 512244, 351174 512244, 351174 512204, 351134 512204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1904;33;precip;precip;450.088073730469;FALSE;{"hru":[1980,2136,2055],"width":[0.0870712280273438,0.170995091770349,0.151132202148438],slope:[20,14.1421356237309,20]};1600;POLYGON ((351294 512164, 351294 512204, 351334 512204, 351334 512164, 351294 512164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1905;33;precip;precip;451.520568847656;FALSE;{"hru":[1981,2137,2057,1982],"width":[0.0534796977482489,0.102200317382813,0.0497702355996293,0.0459403991699219],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351094 512084, 351094 512124, 351134 512124, 351134 512084, 351094 512084));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1906;33;precip;precip;452.737487792969;FALSE;{"hru":[2057,1982],"width":[0.0712825265592506,0.0763633728027344],slope:[14.1421356237309,20]};1600;POLYGON ((351174 512084, 351174 512124, 351214 512124, 351214 512084, 351174 512084));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1907;33;precip;precip;414.775512695312;FALSE;{"hru":[3288,2286,3218,3146],"width":[0.582298161628207,0.162092590332031,0.600462341308594,0.332700883258981],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350894 511964, 350894 512004, 350934 512004, 350934 511964, 350894 511964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1908;33;precip;precip;467.701293945312;FALSE;{"hru":[2288,2212,2140,2059,2060,2142,1986],"width":[0.0263578972741793,0.0329978942871094,0.0224164588713558,0.0309310913085937,0.00701904296875,0.0330814322884676,0.00420455932617188],slope:[14.1421356237309,20,14.1421356237309,20,20,14.1421356237309,20]};1600;POLYGON ((352374 511724, 352374 511764, 352414 511764, 352414 511724, 352374 511724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1909;33;precip;precip;457.677825927734;FALSE;{"hru":[1984,2448,2063],"width":[0.238014984130859,0.364577657464571,0.244977569580078],slope:[20,14.1421356237309,20]};1600;POLYGON ((351054 511684, 351054 511724, 351094 511724, 351094 511684, 351054 511684));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1910;33;precip;precip;584.133361816406;FALSE;{"hru":[1983,2141,2062,2143],"width":[0.0781784057617188,0.145069317704582,0.203094482421875,0.251840974279073],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349374 511644, 349374 511684, 349414 511684, 349414 511644, 349374 511644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1911;33;precip;precip;465.5791015625;FALSE;{"hru":[3294,2061,1985,2771,2691],"width":[0.167736634618275,0.125472259521484,0.0192729108870616,0.212747192382813,0.105882054613602],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((352094 511644, 352094 511684, 352134 511684, 352134 511644, 352094 511644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1912;33;precip;precip;465.414031982422;FALSE;{"hru":[1987,2450,2371,2290],"width":[0.00518925485857651,0.0466651916503906,0.0166105787603255,0.0047607421875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((352294 511604, 352294 511644, 352334 511644, 352334 511604, 352294 511604));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1913;33;precip;precip;462.329742431641;FALSE;{"hru":[1988,2291,2374,2216],"width":[0.165652624688066,0.311038208007813,0.259605165559313,0.082769775390625],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351134 511564, 351134 511604, 351174 511604, 351174 511564, 351134 511564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1914;33;precip;precip;467.423400878906;FALSE;{"hru":[2290,2144,1989],"width":[0.0388873123994979,0.0401634216308594,0.00197935087598682],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((352374 511564, 352374 511604, 352414 511604, 352414 511564, 352374 511564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1915;33;precip;precip;587.745788574219;FALSE;{"hru":[1990,2293,2066,1991],"width":[0.0505050659179688,0.444661794692049,0.509426879882813,0.162656354651208],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349374 511484, 349374 511524, 349414 511524, 349414 511484, 349374 511484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1916;33;precip;precip;492.258361816406;FALSE;{"hru":[2068,1994],"width":[0.042004425880406,0.0579460144042969],slope:[14.1421356237309,20]};1600;POLYGON ((351534 511404, 351534 511444, 351574 511444, 351574 511404, 351534 511404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1917;33;precip;precip;472.130462646484;FALSE;{"hru":[2220,1992,2150,2222,2071,1996],"width":[0.061879935548737,0.00219192504882813,0.0809074401855469,0.0620061737893968,0.0547637939453125,0.0153044985011911],slope:[14.1421356237309,20,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((352134 511404, 352134 511444, 352174 511444, 352174 511404, 352134 511404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1918;33;precip;precip;481.369750976562;FALSE;{"hru":[1993,2070,2151],"width":[0.0987495940163214,0.162436676025391,0.12069131078605],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351254 511364, 351254 511404, 351294 511404, 351294 511364, 351254 511364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1919;33;precip;precip;472.349090576172;FALSE;{"hru":[1996,2224,2152,1997],"width":[0.0271095275878906,0.0592434984457259,0.0545425415039062,0.000691073445663427],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((352214 511364, 352214 511404, 352254 511404, 352254 511364, 352214 511364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1920;33;precip;precip;491.388153076172;FALSE;{"hru":[1995,2073,1999,2153],"width":[0.0399592584857846,0.0920791625976562,0.00365142822265625,0.0977143325469786],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351614 511324, 351614 511364, 351654 511364, 351654 511324, 351614 511324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1921;33;precip;precip;475.423858642578;FALSE;{"hru":[2300,2151,2225,2000],"width":[0.171258897324548,0.0220359802246094,0.226849365234375,0.13350826857065],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351214 511284, 351214 511324, 351254 511324, 351254 511284, 351214 511284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
1922;33;precip;precip;583.9296875;FALSE;{"hru":[1998,2302,2226,2154,2384],"width":[0.139671325683594,0.226768117557251,0.224534606933594,0.0753662109375,0.222021775500306],slope:[20,14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((349534 511244, 349534 511284, 349574 511284, 349574 511244, 349534 511244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
